loan_id,customer_id,loan_amount,loan_type,interest_rate,term,issue_date,status,credit_score_band,exposure_at_default,recovered_amount
2619,349,1246541,mortgage,12.5,12,2021-05-13,paid,500-600,1253614.1204072053,0.0
2620,977,2046721,auto,19.9,24,2020-06-22,active,700+,1821348.4316605355,0.0
2621,1047,1650913,mortgage,14.8,12,2021-10-24,active,300-500,1406244.9464542808,0.0
2622,1074,327798,business,8.1,120,2021-08-22,active,600-700,376097.43839200196,0.0
2623,401,1261222,auto,9.9,60,2022-03-23,active,600-700,1037316.1479108182,0.0
2624,124,500783,personal,24.5,60,2021-05-23,paid,300-500,424185.15771440574,0.0
2625,888,1117177,personal,8.0,60,2022-02-16,active,500-600,922188.7332755415,0.0
2626,1083,796796,business,19.5,120,2020-11-05,default,500-600,772488.6853510742,86442.26779633529
2627,988,4669014,mortgage,14.6,36,2020-03-10,active,300-500,4729927.107824127,0.0
2628,989,3504585,personal,20.0,24,2020-07-23,active,600-700,2831529.0736883366,0.0
2629,1000,2002834,auto,18.2,120,2020-12-06,default,700+,2015320.6019920716,225516.42046860183
2630,169,4133412,auto,13.8,24,2020-02-01,paid,600-700,3957757.6494985316,0.0
2631,724,4925379,mortgage,12.1,36,2020-02-12,late,600-700,5464501.49404778,0.0
2632,974,3929736,mortgage,20.1,120,2020-04-27,active,300-500,4448392.9659658065,0.0
2633,211,4726302,mortgage,11.5,12,2022-06-07,active,300-500,5075986.7858107975,0.0
2634,463,2483055,auto,20.8,36,2020-01-15,late,600-700,2456730.1825782475,0.0
2635,402,1337877,auto,18.6,60,2020-11-17,default,700+,1185973.693555596,132711.65981046064
2636,570,4186852,business,16.6,120,2022-06-29,paid,700+,4768179.430558184,0.0
2637,1063,2697328,mortgage,12.4,36,2021-09-18,active,500-600,2526499.895271091,0.0
2638,190,1909955,auto,9.1,36,2020-12-02,active,600-700,1800164.5885629717,0.0
2639,629,1915888,business,19.2,120,2021-06-15,active,600-700,2234700.612446837,0.0
2640,760,4208811,personal,6.8,60,2021-11-20,paid,600-700,5009490.584372123,0.0
2641,1087,682225,personal,24.4,60,2022-02-12,paid,600-700,790870.9566877674,0.0
2642,838,3520463,auto,24.6,36,2021-08-13,active,600-700,4222069.763844805,0.0
2643,825,1450334,personal,7.6,24,2021-01-15,active,300-500,1664350.4156844022,0.0
2644,971,2134365,personal,7.1,36,2021-05-25,active,700+,2308834.413238074,0.0
2645,762,3080610,personal,13.3,120,2022-07-01,active,300-500,2826545.19220555,0.0
2646,291,3213178,personal,24.3,120,2020-04-29,active,500-600,3795350.649788002,0.0
2647,1062,407693,personal,13.0,120,2020-01-26,default,700+,469112.2491444424,52494.136724676704
2648,651,3742238,personal,12.3,60,2021-06-17,active,500-600,3354163.1179823875,0.0
2649,341,1982613,business,19.1,12,2021-12-13,active,300-500,1974018.3514245593,0.0
2650,237,2625880,auto,8.6,120,2020-03-04,active,500-600,2174287.103249368,0.0
2651,444,3834484,auto,12.3,120,2021-04-04,default,600-700,4529766.233302532,506885.4382196939
2652,279,3168483,personal,10.8,24,2021-12-26,active,300-500,3260709.0837295447,0.0
2653,811,3345705,auto,17.0,24,2020-11-09,paid,500-600,3004711.477005837,0.0
2654,602,1354091,auto,8.3,36,2022-09-09,default,500-600,1241646.911593707,138941.5494049561
2655,302,414470,mortgage,16.0,36,2022-03-15,active,700+,494157.0587055592,0.0
2656,672,4339394,personal,22.2,36,2021-08-12,active,300-500,4540072.385667753,0.0
2657,291,801624,mortgage,15.3,120,2020-08-03,paid,600-700,776191.0754714687,0.0
2658,104,4928580,auto,18.7,24,2021-03-31,active,500-600,4928275.338418787,0.0
2659,989,1611207,mortgage,6.5,36,2022-09-12,active,600-700,1352479.426585953,0.0
2660,336,1617245,auto,14.0,24,2022-01-05,paid,500-600,1342328.0734456233,0.0
2661,792,3005035,mortgage,6.9,120,2022-06-07,default,600-700,3116471.0053554685,348736.26802963385
2662,410,2319305,mortgage,17.0,120,2021-06-23,active,600-700,2330441.408694483,0.0
2663,648,2866188,auto,10.6,36,2022-09-18,active,300-500,2704710.626830251,0.0
2664,155,2553628,personal,10.7,120,2022-09-08,paid,700+,2621160.1761294766,0.0
2665,542,494427,mortgage,6.5,120,2022-03-27,active,700+,409914.7806609491,0.0
2666,336,2427714,business,11.2,24,2021-12-13,active,300-500,2858867.4331043055,0.0
2667,969,4728740,auto,15.1,12,2021-08-01,active,600-700,4338546.482597105,0.0
2668,960,3968905,personal,16.7,60,2021-04-17,active,600-700,3289077.28047682,0.0
2669,296,4801506,personal,6.3,36,2020-12-24,late,300-500,4166755.1127160788,0.0
2670,684,4093372,mortgage,18.0,12,2020-05-05,default,500-600,3431021.6993092517,383934.80988260446
2671,670,1119229,auto,14.8,36,2022-08-29,default,700+,975342.9363239927,109141.86433250563
2672,851,3903623,mortgage,15.7,12,2022-05-10,late,600-700,3773638.685505769,0.0
2673,613,4396897,mortgage,21.7,120,2021-12-07,active,700+,4815571.104556964,0.0
2674,548,2099884,personal,11.8,36,2022-07-25,active,600-700,1908667.1748989115,0.0
2675,459,4214099,auto,8.5,12,2021-11-16,active,300-500,4106094.376639064,0.0
2676,799,3390796,auto,16.0,60,2020-03-27,active,300-500,3972327.398696912,0.0
2677,918,1521546,business,23.9,120,2020-12-08,active,600-700,1397279.3536737922,0.0
2678,129,4831699,personal,15.4,36,2022-04-02,active,600-700,5401297.854851738,0.0
2679,878,1506030,auto,21.6,36,2022-09-04,active,300-500,1299894.7777858474,0.0
2680,1087,2859090,mortgage,20.1,12,2021-01-29,active,600-700,2491207.168602654,0.0
2681,207,3322750,mortgage,15.4,36,2021-04-28,active,700+,3264472.7841373044,0.0
2682,943,21009,auto,18.0,120,2021-10-27,active,600-700,18774.501672019323,0.0
2683,1034,4382472,personal,13.1,24,2021-03-31,active,500-600,5088975.699446912,0.0
2684,701,1733480,personal,15.6,12,2021-04-20,active,500-600,1421975.2326466907,0.0
2685,816,3709397,auto,15.1,60,2020-07-28,active,700+,3853726.026014504,0.0
2686,990,2001367,mortgage,19.2,36,2021-06-08,late,700+,2084807.5095534306,0.0
2687,1067,340328,personal,13.2,120,2021-11-06,paid,500-600,281250.58874433546,0.0
2688,1058,4419013,mortgage,7.0,36,2022-09-26,active,700+,4830094.715539705,0.0
2689,1059,2718668,mortgage,20.8,60,2022-02-05,late,300-500,2684845.099817553,0.0
2690,544,1010294,business,18.7,120,2022-06-14,late,300-500,1100441.8763206257,0.0
2691,992,3208454,personal,24.0,60,2021-07-29,active,300-500,3628023.5115293274,0.0
2692,537,956984,auto,13.6,120,2020-11-02,active,300-500,889191.0053861848,0.0
2693,831,2295362,personal,6.6,24,2020-03-16,late,700+,2281117.7940906268,0.0
2694,989,2852894,personal,7.4,120,2020-01-22,default,600-700,2579884.3456141925,288691.6762875343
2695,705,3460375,personal,20.5,60,2020-02-29,active,500-600,3047224.8605344403,0.0
2696,556,187265,auto,6.4,12,2021-01-20,default,700+,149856.5509459433,16769.10012218133
2697,714,3236585,personal,23.2,24,2020-02-25,active,700+,3836818.119009968,0.0
2698,834,3538329,auto,10.6,36,2020-06-16,active,300-500,3454723.195981882,0.0
2699,797,3046773,mortgage,23.0,24,2021-02-15,active,600-700,2453346.652668762,0.0
2700,1080,4394432,business,20.5,24,2021-12-17,active,600-700,3531257.588519805,0.0
2701,795,1700792,auto,22.4,36,2022-05-14,active,600-700,1556804.6967085297,0.0
2702,594,1641570,auto,9.3,120,2022-02-09,paid,600-700,1322407.8700960677,0.0
2703,773,1985556,auto,16.9,24,2020-07-09,active,300-500,1885892.6984718547,0.0
2704,346,3500678,mortgage,6.9,24,2021-04-26,active,500-600,2888673.370936117,0.0
2705,642,4783598,auto,9.0,12,2022-07-07,active,700+,3901983.9331693756,0.0
2706,663,1670102,personal,11.2,12,2021-07-20,active,700+,1783255.6820026776,0.0
2707,956,2355170,personal,19.8,60,2021-02-19,late,500-600,2738442.1598628797,0.0
2708,687,1521710,mortgage,5.5,36,2020-12-05,active,300-500,1466555.0630707645,0.0
2709,996,1777091,mortgage,23.1,120,2022-03-06,active,700+,2016479.6802837946,0.0
2710,538,842230,mortgage,6.4,120,2022-06-10,active,500-600,683643.2997329441,0.0
2711,377,826609,mortgage,12.5,60,2022-02-14,active,500-600,918425.4397901825,0.0
2712,651,3645192,personal,6.6,120,2020-09-15,active,500-600,3007720.8118461855,0.0
2713,712,4594470,mortgage,20.4,120,2020-12-15,active,500-600,5216449.910679014,0.0
2714,210,4072316,personal,7.8,12,2021-08-23,active,500-600,4695162.633633609,0.0
2715,484,3198741,business,22.7,120,2021-03-12,active,600-700,3564643.501822339,0.0
2716,932,4174133,business,15.6,120,2020-08-09,paid,300-500,4709672.635005186,0.0
2717,860,1665464,business,24.0,60,2021-02-16,active,700+,1706424.1327128357,0.0
2718,290,1416819,personal,10.8,60,2020-12-15,active,700+,1283572.8077860042,0.0
2719,589,888835,mortgage,14.1,24,2021-04-26,paid,700+,939758.4913000641,0.0
2720,793,633578,business,18.9,120,2021-08-23,paid,700+,618255.9675754012,0.0
2721,525,3287560,business,21.6,120,2022-09-03,active,600-700,2637065.7056860076,0.0
2722,504,3179870,auto,13.4,120,2020-02-28,late,500-600,3150393.5036483756,0.0
2723,434,2479485,mortgage,22.8,12,2020-05-31,default,300-500,2629432.2764416835,294236.14002734656
2724,308,3041946,mortgage,7.4,120,2022-07-22,active,300-500,2450450.13722535,0.0
2725,121,2389093,auto,19.2,12,2021-06-23,active,500-600,2505069.4517894587,0.0
2726,777,4512748,personal,12.0,24,2020-08-12,active,600-700,4788083.221886522,0.0
2727,710,2770451,mortgage,7.0,36,2020-11-13,active,700+,2391572.519295812,0.0
2728,307,4808064,auto,12.7,120,2022-09-22,active,500-600,4675504.108392139,0.0
2729,107,707389,auto,22.6,60,2021-07-16,active,600-700,838774.509684145,0.0
2730,801,4465978,mortgage,24.6,60,2022-02-13,paid,600-700,5152290.255676327,0.0
2731,786,3776176,mortgage,12.9,120,2020-10-05,active,300-500,3641474.398913274,0.0
2732,884,4251244,business,22.7,12,2021-07-11,active,700+,3995907.939144033,0.0
2733,628,4183414,mortgage,15.2,60,2021-04-18,active,600-700,3554363.5431712456,0.0
2734,701,4937611,auto,19.3,60,2022-04-25,default,500-600,4019588.8043621695,449796.0662037581
2735,752,3914840,auto,5.9,24,2021-09-09,paid,700+,3597679.671856539,0.0
2736,756,3830730,auto,16.1,24,2022-03-06,active,600-700,4505372.650467337,0.0
2737,265,2859310,auto,6.4,24,2020-01-24,active,500-600,3383837.211013147,0.0
2738,948,2858411,mortgage,10.4,60,2021-06-02,active,600-700,3215734.4883263893,0.0
2739,595,3354443,mortgage,16.3,60,2021-01-02,paid,600-700,3154283.1359751993,0.0
2740,689,1066504,mortgage,21.1,120,2022-09-22,active,300-500,914474.4660698014,0.0
2741,528,2454149,personal,16.2,120,2022-09-25,active,700+,2547930.353449681,0.0
2742,873,2224669,personal,23.7,12,2020-11-30,active,700+,2355039.0591505473,0.0
2743,262,1964702,personal,21.2,60,2021-03-08,paid,600-700,1905425.8162575907,0.0
2744,465,4599079,auto,8.1,120,2020-01-03,active,600-700,4951638.501148415,0.0
2745,625,1109469,personal,12.8,120,2020-09-14,late,700+,1218943.361996858,0.0
2746,338,4154111,personal,18.4,24,2020-09-19,active,500-600,4624458.828133717,0.0
2747,171,2670038,personal,23.8,24,2020-04-30,active,700+,2672492.41786111,0.0
2748,544,1197171,mortgage,24.8,24,2021-12-20,active,600-700,1336828.5525247855,0.0
2749,754,2943361,personal,20.3,36,2020-01-21,default,500-600,2384683.327800358,266848.4843082083
2750,921,431655,mortgage,16.5,120,2022-06-23,paid,600-700,462803.9787698667,0.0
2751,608,809717,personal,20.1,24,2020-05-19,paid,600-700,724092.3283204173,0.0
2752,894,2492266,auto,10.5,24,2021-04-21,default,300-500,2263496.2101132884,253287.52286084316
2753,368,931806,business,10.7,60,2022-03-02,default,600-700,779474.9912105572,87224.04251157021
2754,852,3417129,business,18.1,24,2020-10-15,paid,600-700,2996674.8733199593,0.0
2755,514,4975440,mortgage,22.4,60,2020-07-24,active,600-700,5954622.977122993,0.0
2756,344,801043,mortgage,24.4,12,2020-02-12,paid,300-500,773932.5425427832,0.0
2757,774,3311112,mortgage,11.8,24,2022-04-29,paid,600-700,3877663.6579131563,0.0
2758,159,1203728,personal,20.9,60,2020-04-27,active,600-700,1041417.0893089842,0.0
2759,105,1514329,mortgage,22.0,24,2020-01-05,paid,700+,1335068.0889184836,0.0
2760,808,1787850,personal,17.5,12,2020-07-25,active,700+,1829194.64184731,0.0
2761,1081,545888,auto,12.0,24,2021-09-26,active,700+,513032.64787016023,0.0
2762,669,3928446,personal,17.4,60,2022-04-18,active,500-600,4154591.2501859297,0.0
2763,916,2578921,mortgage,16.7,12,2020-12-10,active,700+,2498506.7108414033,0.0
2764,506,4944164,mortgage,17.1,12,2020-05-21,active,300-500,5560399.137590475,0.0
2765,316,4822940,mortgage,17.4,12,2021-01-06,paid,300-500,4690905.402685547,0.0
2766,1029,2212888,auto,21.9,36,2020-08-19,active,300-500,2276928.2550509777,0.0
2767,125,1869722,mortgage,8.4,60,2020-06-12,active,700+,1735904.6502779066,0.0
2768,914,4134741,mortgage,12.3,36,2021-06-30,default,300-500,4472203.654577235,500444.1272470181
2769,104,2562192,mortgage,16.7,12,2020-12-29,active,300-500,2720775.5009353124,0.0
2770,1085,145797,personal,10.7,36,2022-08-03,active,500-600,139790.22383014372,0.0
2771,631,2543573,mortgage,24.6,24,2022-09-10,active,600-700,2315701.5215165545,0.0
2772,489,1734620,business,10.3,36,2020-11-30,active,700+,1813791.0922603149,0.0
2773,809,2592229,business,14.4,120,2020-01-11,active,500-600,3051729.2225930407,0.0
2774,670,3122734,auto,22.5,12,2021-02-11,paid,600-700,2663870.7523962744,0.0
2775,547,4840165,personal,6.6,12,2020-03-15,active,300-500,5419274.514813816,0.0
2776,853,368062,personal,21.4,60,2020-10-26,active,500-600,374391.4551533166,0.0
2777,245,2965251,mortgage,16.4,24,2022-08-04,late,300-500,2995567.364669592,0.0
2778,487,2087645,auto,5.6,60,2022-07-01,paid,500-600,2473178.040906502,0.0
2779,884,1411471,auto,23.1,36,2021-01-15,active,600-700,1471246.6825595554,0.0
2780,348,4789897,auto,5.8,120,2021-12-10,active,500-600,5423155.540631657,0.0
2781,625,1726548,mortgage,15.3,120,2022-05-02,paid,700+,1736546.2660367345,0.0
2782,561,4962505,personal,6.0,120,2022-02-14,default,700+,4465963.433708087,499745.8401993133
2783,112,4414003,personal,6.4,120,2022-04-26,paid,300-500,4757395.256674765,0.0
2784,1002,1028143,personal,22.7,24,2022-06-04,active,300-500,1202177.5488263085,0.0
2785,483,4110321,mortgage,20.3,36,2022-01-05,active,600-700,4671347.09112724,0.0
2786,655,4168527,personal,8.9,120,2021-09-25,active,300-500,3665575.2193716643,0.0
2787,986,1897145,auto,17.4,12,2021-08-08,default,500-600,1758189.8431132652,196743.22761908433
2788,498,2107711,mortgage,20.9,36,2020-01-28,default,500-600,2121942.8328886935,237447.5563039698
2789,118,47361,personal,22.8,24,2021-04-07,active,700+,48717.48146627011,0.0
2790,674,2908845,personal,14.4,120,2021-01-30,active,600-700,2552586.087108847,0.0
2791,590,3473227,personal,22.9,24,2021-11-13,late,300-500,3098135.6278695404,0.0
2792,850,2467856,auto,15.2,120,2022-09-04,active,300-500,2723359.1226822063,0.0
2793,518,1771856,mortgage,18.8,12,2021-01-10,active,300-500,1935091.7186843485,0.0
2794,436,2351102,personal,24.6,36,2021-02-24,paid,500-600,2670107.8089966457,0.0
2795,518,3581488,auto,9.7,12,2020-12-29,active,500-600,4201701.163846584,0.0
2796,1014,10037,mortgage,8.4,120,2022-06-13,active,700+,9267.206740170526,0.0
2797,1015,3627177,mortgage,11.8,60,2020-08-03,active,500-600,4148902.8223155215,0.0
2798,711,4507868,auto,8.3,36,2022-04-10,active,500-600,4807211.696606639,0.0
2799,774,631531,auto,10.7,24,2020-04-10,active,500-600,747169.4854283247,0.0
2800,1027,663668,mortgage,19.9,120,2022-01-27,paid,300-500,603161.1643918994,0.0
2801,221,3414158,mortgage,14.6,12,2020-04-02,active,700+,3099606.8458778397,0.0
2802,531,2666040,personal,12.5,60,2021-07-28,default,300-500,2883901.802381103,322711.5382103825
2803,143,713645,auto,12.4,120,2020-09-22,active,500-600,835938.2827354183,0.0
2804,971,4921672,mortgage,8.9,24,2020-07-24,active,300-500,5560614.92611532,0.0
2805,1019,1315927,auto,13.9,12,2020-03-20,paid,500-600,1435433.993667335,0.0
2806,416,2631872,auto,17.5,36,2020-02-06,active,700+,2513236.8934838776,0.0
2807,480,4990142,business,7.8,60,2020-01-11,active,300-500,5424817.9692497505,0.0
2808,244,603975,personal,24.5,120,2021-09-18,active,500-600,676716.6803099205,0.0
2809,426,2875728,personal,13.9,120,2020-03-30,active,300-500,3167080.28854915,0.0
2810,462,3993063,personal,24.0,120,2022-01-13,active,600-700,4275469.662654712,0.0
2811,149,2292373,auto,7.7,120,2020-01-19,default,600-700,1877115.3635327888,210051.11403718888
2812,164,2850152,personal,20.3,12,2021-07-17,active,600-700,3032236.734418815,0.0
2813,454,2560552,personal,17.4,36,2021-01-08,paid,500-600,2538320.934674431,0.0
2814,899,862224,personal,21.4,24,2022-02-24,active,700+,1021414.4414370625,0.0
2815,263,2402735,personal,17.0,60,2020-04-03,active,500-600,2505754.553774403,0.0
2816,240,1371968,personal,24.3,120,2020-02-01,active,600-700,1431361.7329130524,0.0
2817,1065,3632546,personal,17.5,120,2021-10-24,active,600-700,4350417.277863693,0.0
2818,925,4905035,mortgage,20.7,36,2020-05-19,active,600-700,4107648.5537791937,0.0
2819,227,3616940,personal,22.6,36,2021-07-23,paid,300-500,3293319.7696923483,0.0
2820,497,3078929,personal,19.3,12,2022-08-30,active,500-600,3271152.004378185,0.0
2821,1032,3610200,auto,15.5,12,2020-01-21,active,300-500,3343386.37261412,0.0
2822,979,569031,auto,10.5,12,2020-05-28,late,500-600,534012.8659305024,0.0
2823,562,2711243,personal,22.1,60,2020-08-08,active,600-700,3137065.337804133,0.0
2824,850,2129228,personal,14.6,12,2022-01-02,active,300-500,2196813.0226080306,0.0
2825,935,4445728,auto,17.4,120,2022-01-23,active,600-700,3739507.3606835,0.0
2826,907,216384,personal,6.6,12,2020-08-06,active,700+,200013.47590046705,0.0
2827,286,3537089,personal,14.9,60,2021-06-24,active,500-600,2937281.29874958,0.0
2828,819,4145554,personal,19.0,12,2022-09-01,active,500-600,4238629.8680486195,0.0
2829,831,4349242,personal,16.7,12,2021-07-12,active,700+,3780827.726777081,0.0
2830,1011,2998088,mortgage,14.0,120,2022-06-26,default,600-700,3426353.0583633883,383412.384223122
2831,289,989907,auto,9.5,120,2020-02-27,paid,300-500,1020520.4783949897,0.0
2832,487,223968,auto,11.2,120,2021-02-28,paid,500-600,184493.6975088094,0.0
2833,528,4592692,mortgage,19.0,12,2020-10-01,active,600-700,4226885.30132884,0.0
2834,957,304957,mortgage,9.5,120,2020-05-19,active,600-700,319148.19439493096,0.0
2835,383,1911737,mortgage,17.4,36,2020-01-23,active,600-700,1785943.419331566,0.0
2836,963,4995248,mortgage,16.8,24,2022-06-19,active,600-700,5021576.290976248,0.0
2837,336,2357855,personal,24.4,24,2021-01-12,active,600-700,2743941.773331665,0.0
2838,293,1474458,mortgage,6.2,120,2022-07-10,active,500-600,1386011.7348002985,0.0
2839,386,2312743,auto,7.2,60,2021-01-07,active,600-700,2160909.444626786,0.0
2840,870,4598156,personal,15.1,120,2020-03-03,paid,700+,5186272.735369214,0.0
2841,857,995461,auto,15.5,120,2021-07-17,active,500-600,923292.6748237003,0.0
2842,235,2631021,mortgage,5.8,12,2022-02-16,late,600-700,2186860.8162234398,0.0
2843,891,3365361,mortgage,21.5,60,2020-12-07,paid,500-600,2935866.8368550604,0.0
2844,882,1816423,personal,14.9,120,2020-06-15,active,500-600,2142507.4391808677,0.0
2845,270,1960408,mortgage,11.9,36,2020-05-30,active,700+,2300180.262764682,0.0
2846,258,637915,auto,11.4,24,2021-06-06,active,300-500,567696.4019554969,0.0
2847,300,3604128,mortgage,22.2,36,2022-09-14,default,500-600,3681259.039554968,411936.6221917804
2848,586,1186957,personal,8.9,36,2021-08-29,active,500-600,1014785.6113495146,0.0
2849,656,1416427,personal,8.2,36,2021-08-06,active,500-600,1515394.2437278838,0.0
2850,1061,3499550,mortgage,9.3,60,2021-05-15,active,600-700,3059034.759370453,0.0
2851,875,3905090,mortgage,17.5,60,2022-06-14,active,300-500,3201846.433058771,0.0
2852,682,1855786,mortgage,21.2,60,2022-09-25,paid,300-500,2096961.5785051156,0.0
2853,603,2775013,business,11.6,24,2021-07-13,active,500-600,2581206.5169052146,0.0
2854,975,46382,auto,8.5,12,2020-12-13,active,600-700,39118.99444876977,0.0
2855,470,872219,mortgage,9.2,120,2020-09-28,active,600-700,988713.9480468398,0.0
2856,202,1728303,personal,17.4,120,2021-03-05,paid,600-700,1909703.9390541764,0.0
2857,224,4062127,personal,9.9,12,2022-07-31,active,600-700,4360707.065191143,0.0
2858,412,1284856,mortgage,22.5,120,2021-08-29,paid,500-600,1496214.148934401,0.0
2859,1075,3811082,auto,7.1,36,2020-08-20,paid,600-700,3794657.8934412454,0.0
2860,1094,3356668,auto,5.6,24,2021-07-13,paid,300-500,2857271.6590566724,0.0
2861,897,3939268,mortgage,6.8,120,2020-07-26,active,300-500,3248078.379765891,0.0
2862,557,2717260,personal,21.9,24,2021-03-28,active,600-700,2519922.816184425,0.0
2863,329,3215677,business,18.0,12,2022-01-08,active,500-600,2684229.5613455186,0.0
2864,757,2516068,business,24.2,120,2021-05-15,active,500-600,2551805.666622084,0.0
2865,981,1645407,mortgage,11.7,24,2022-07-09,active,500-600,1325868.3141677396,0.0
2866,296,4102550,personal,9.3,36,2021-08-11,active,600-700,4010264.453042916,0.0
2867,984,493075,mortgage,16.2,36,2022-05-10,active,500-600,429657.7229678226,0.0
2868,832,3969770,auto,15.8,12,2020-08-06,default,700+,3760591.7730010115,420814.0355696107
2869,522,1787310,mortgage,16.8,60,2022-05-21,active,500-600,1912446.0608713601,0.0
2870,671,337370,auto,12.0,120,2020-03-21,active,600-700,317257.85897575004,0.0
2871,709,2938751,personal,5.1,36,2021-07-02,paid,700+,2752245.973939808,0.0
2872,270,2174533,personal,5.7,36,2021-09-05,active,600-700,2601394.4653334725,0.0
2873,481,843142,personal,18.3,12,2021-12-03,default,600-700,916938.7531795545,102606.3769712852
2874,272,4483214,business,15.5,36,2021-06-24,active,600-700,4508072.008252046,0.0
2875,762,4306720,mortgage,21.4,120,2022-04-05,late,500-600,4443459.481465719,0.0
2876,552,3692796,auto,11.0,12,2022-02-03,paid,700+,3870319.9763768557,0.0
2877,449,852653,personal,21.3,24,2020-09-07,active,300-500,690504.1150532423,0.0
2878,1001,1846517,business,13.5,12,2022-01-07,default,700+,1536497.5723611633,171935.6375531903
2879,1051,361637,auto,6.9,120,2021-08-28,active,600-700,383217.9557826262,0.0
2880,733,187946,personal,24.6,120,2021-02-18,active,700+,177756.98565804207,0.0
2881,593,874899,auto,15.2,24,2020-03-26,paid,300-500,719322.3741419484,0.0
2882,719,273503,personal,17.6,12,2021-09-13,default,700+,251350.70613394317,28126.399081889256
2883,103,2328292,personal,18.4,120,2020-08-04,active,300-500,1983968.7381999039,0.0
2884,192,2036393,personal,12.2,120,2020-07-14,active,600-700,2375504.437645114,0.0
2885,1018,3012083,business,20.0,24,2022-09-21,paid,500-600,2654157.650071026,0.0
2886,105,4536226,business,22.4,60,2020-10-23,active,600-700,3889707.098236013,0.0
2887,387,2389897,personal,12.7,12,2022-08-03,paid,600-700,2510509.1909814533,0.0
2888,717,1304416,auto,18.1,120,2020-02-13,default,300-500,1315848.908977594,147244.82821086622
2889,245,1995196,mortgage,20.1,36,2021-01-27,active,600-700,2055796.0514249583,0.0
2890,882,3928198,auto,8.8,24,2021-03-18,active,500-600,3827554.6572942683,0.0
2891,523,1570121,personal,11.7,60,2020-03-30,active,600-700,1549501.7382600266,0.0
2892,989,453035,mortgage,7.2,60,2022-09-13,paid,600-700,503557.0202852817,0.0
2893,707,3109072,mortgage,17.0,24,2020-06-03,paid,300-500,2760759.162808123,0.0
2894,556,2045115,personal,21.0,60,2022-09-04,active,600-700,1960471.2100638796,0.0
2895,840,699317,personal,17.2,120,2021-04-22,active,600-700,827383.0298846634,0.0
2896,301,4562636,mortgage,8.6,60,2021-09-12,default,500-600,3996843.039886677,447250.7920770189
2897,311,761240,personal,15.9,12,2020-02-28,active,700+,698444.8845958684,0.0
2898,105,4325596,business,21.7,36,2020-04-19,default,600-700,3791933.2485695137,424321.1784904077
2899,723,4294874,personal,11.1,120,2021-04-23,active,300-500,3471109.4297702606,0.0
2900,475,1005791,business,21.7,24,2021-09-09,paid,300-500,913189.8040550346,0.0
2901,990,2230943,personal,20.7,36,2022-06-17,paid,600-700,1826220.8893189344,0.0
2902,546,3072138,personal,5.4,120,2022-01-02,active,500-600,2647796.021947449,0.0
2903,934,1551121,personal,9.8,36,2022-02-13,paid,300-500,1465922.3100821394,0.0
2904,205,1970299,auto,15.9,60,2021-08-16,active,300-500,1592569.9973079006,0.0
2905,750,2863501,auto,19.4,24,2022-02-22,active,600-700,3153237.551799669,0.0
2906,910,2837433,personal,22.6,24,2020-02-18,active,600-700,3172918.6088428665,0.0
2907,500,2469622,personal,17.8,12,2021-01-11,default,300-500,2382112.231022417,266560.77596966084
2908,195,1907459,mortgage,12.6,60,2020-02-01,paid,600-700,2277251.1937405057,0.0
2909,487,4250012,mortgage,8.7,12,2021-04-30,paid,700+,4554302.514343879,0.0
2910,1058,3959842,auto,20.2,12,2021-08-23,default,700+,4345881.845587034,486308.588632254
2911,551,1225442,personal,9.1,60,2022-07-28,active,700+,1074614.8063113096,0.0
2912,948,4127095,mortgage,18.9,120,2022-09-18,active,700+,4684149.850383752,0.0
2913,908,2590309,auto,8.6,12,2021-06-14,active,500-600,3051432.0760850753,0.0
2914,1078,3325537,business,6.8,36,2020-01-03,paid,300-500,2974772.880966923,0.0
2915,1000,2601318,mortgage,10.0,120,2021-01-12,late,500-600,2795339.170137836,0.0
2916,515,4257328,personal,10.7,60,2021-07-25,active,600-700,4677851.616329505,0.0
2917,825,1461469,personal,17.9,24,2022-07-19,paid,700+,1347573.313742132,0.0
2918,603,3310874,mortgage,8.2,120,2020-08-29,active,500-600,3277777.18255302,0.0
2919,553,4746416,mortgage,23.6,12,2021-06-24,active,500-600,3982317.2457588185,0.0
2920,390,4073997,auto,16.1,36,2021-08-09,active,600-700,3541272.6848186497,0.0
2921,633,4722838,auto,14.8,60,2021-08-04,paid,500-600,3894585.443504348,0.0
2922,292,58926,mortgage,13.7,24,2021-08-17,active,500-600,60344.12467834879,0.0
2923,1079,3761387,mortgage,16.3,36,2020-12-22,paid,500-600,3949851.893360423,0.0
2924,249,2789060,mortgage,5.4,24,2021-11-15,active,700+,3253292.994148675,0.0
2925,979,4567418,personal,24.8,60,2022-07-11,active,500-600,4644488.265347532,0.0
2926,858,493791,personal,16.2,120,2020-07-15,active,600-700,446507.819761081,0.0
2927,878,1680930,mortgage,5.7,12,2022-05-07,paid,500-600,1384732.3474685638,0.0
2928,1072,2168714,personal,16.8,60,2021-02-22,active,600-700,2502655.229937391,0.0
2929,862,3458281,personal,13.7,36,2021-10-20,paid,500-600,3429035.11786803,0.0
2930,614,2060181,personal,5.5,120,2020-09-29,active,500-600,2255751.501412508,0.0
2931,492,806266,personal,23.5,24,2021-05-16,active,500-600,649737.3086779085,0.0
2932,415,2632280,personal,5.2,120,2020-02-04,paid,300-500,2619791.3293404374,0.0
